,pokedex_number,name,generation,status,species,type_number,type_1,type_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
420,355,Duskull,3,Normal,Requiem Pokémon,1,Ghost,Ghost,295.0,20.0,40.0,90.0,30.0,90.0,25.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
421,356,Dusclops,3,Normal,Beckon Pokémon,1,Ghost,Ghost,455.0,40.0,70.0,130.0,60.0,130.0,25.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
422,357,Tropius,3,Normal,Fruit Pokémon,2,Grass,Flying,460.0,99.0,68.0,83.0,72.0,87.0,51.0,Slow,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
423,358,Chimecho,3,Normal,Wind Chime Pokémon,1,Psychic,Psychic,455.0,75.0,50.0,80.0,95.0,90.0,65.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
424,359,Absol,3,Normal,Disaster Pokémon,1,Dark,Dark,465.0,65.0,130.0,60.0,75.0,60.0,75.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
426,360,Wynaut,3,Normal,Bright Pokémon,1,Psychic,Psychic,260.0,95.0,23.0,48.0,23.0,48.0,23.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
427,361,Snorunt,3,Normal,Snow Hat Pokémon,1,Ice,Ice,300.0,50.0,50.0,50.0,50.0,50.0,50.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
428,362,Glalie,3,Normal,Face Pokémon,1,Ice,Ice,480.0,80.0,80.0,80.0,80.0,80.0,80.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
430,363,Spheal,3,Normal,Clap Pokémon,2,Ice,Water,290.0,70.0,40.0,50.0,55.0,50.0,25.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
431,364,Sealeo,3,Normal,Ball Roll Pokémon,2,Ice,Water,410.0,90.0,60.0,70.0,75.0,70.0,45.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
432,365,Walrein,3,Normal,Ice Break Pokémon,2,Ice,Water,530.0,110.0,80.0,90.0,95.0,90.0,65.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
433,366,Clamperl,3,Normal,Bivalve Pokémon,1,Water,Water,345.0,35.0,64.0,85.0,74.0,55.0,32.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
434,367,Huntail,3,Normal,Deep Sea Pokémon,1,Water,Water,485.0,55.0,104.0,105.0,94.0,75.0,52.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
435,368,Gorebyss,3,Normal,South Sea Pokémon,1,Water,Water,485.0,55.0,84.0,105.0,114.0,75.0,52.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
436,369,Relicanth,3,Normal,Longevity Pokémon,2,Water,Rock,485.0,100.0,90.0,130.0,45.0,65.0,55.0,Slow,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
437,370,Luvdisc,3,Normal,Rendezvous Pokémon,1,Water,Water,330.0,43.0,30.0,55.0,40.0,65.0,97.0,Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
438,371,Bagon,3,Normal,Rock Head Pokémon,1,Dragon,Dragon,300.0,45.0,75.0,60.0,40.0,30.0,50.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
439,372,Shelgon,3,Normal,Endurance Pokémon,1,Dragon,Dragon,420.0,65.0,95.0,100.0,60.0,50.0,50.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
440,373,Salamence,3,Normal,Dragon Pokémon,2,Dragon,Flying,600.0,95.0,135.0,80.0,110.0,80.0,100.0,Slow,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
442,374,Beldum,3,Normal,Iron Ball Pokémon,2,Steel,Psychic,300.0,40.0,55.0,80.0,35.0,60.0,30.0,Slow,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
443,375,Metang,3,Normal,Iron Claw Pokémon,2,Steel,Psychic,420.0,60.0,75.0,100.0,55.0,80.0,50.0,Slow,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
444,376,Metagross,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,600.0,80.0,135.0,130.0,95.0,90.0,70.0,Slow,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
446,377,Regirock,3,Sub Legendary,Rock Peak Pokémon,1,Rock,Rock,580.0,80.0,100.0,200.0,50.0,100.0,50.0,Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
447,378,Regice,3,Sub Legendary,Iceberg Pokémon,1,Ice,Ice,580.0,80.0,50.0,100.0,100.0,200.0,50.0,Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
448,379,Registeel,3,Sub Legendary,Iron Pokémon,1,Steel,Steel,580.0,80.0,75.0,150.0,75.0,150.0,50.0,Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
449,380,Latias,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,600.0,80.0,80.0,90.0,110.0,130.0,110.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
451,381,Latios,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,600.0,80.0,90.0,80.0,130.0,110.0,110.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
453,382,Kyogre,3,Legendary,Sea Basin Pokémon,1,Water,Water,670.0,100.0,100.0,90.0,150.0,140.0,90.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
454,382,Primal Kyogre,3,Legendary,Sea Basin Pokémon,1,Water,Water,770.0,100.0,150.0,90.0,180.0,160.0,90.0,Slow,1.0,0.0,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
455,383,Groudon,3,Legendary,Continent Pokémon,1,Ground,Ground,670.0,100.0,150.0,140.0,100.0,90.0,90.0,Slow,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
456,383,Primal Groudon,3,Legendary,Continent Pokémon,2,Ground,Fire,770.0,100.0,180.0,160.0,150.0,90.0,90.0,Slow,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
457,384,Rayquaza,3,Legendary,Sky High Pokémon,2,Dragon,Flying,680.0,105.0,150.0,90.0,150.0,90.0,95.0,Slow,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
459,385,Jirachi,3,Mythical,Wish Pokémon,2,Steel,Psychic,600.0,100.0,100.0,100.0,100.0,100.0,100.0,Slow,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
460,386,Deoxys Normal Forme,3,Mythical,DNA Pokémon,1,Psychic,Psychic,600.0,50.0,150.0,50.0,150.0,50.0,150.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
461,386,Deoxys Attack Forme,3,Mythical,DNA Pokémon,1,Psychic,Psychic,600.0,50.0,180.0,20.0,180.0,20.0,150.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
462,386,Deoxys Defense Forme,3,Mythical,DNA Pokémon,1,Psychic,Psychic,600.0,50.0,70.0,160.0,70.0,160.0,90.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
463,386,Deoxys Speed Forme,3,Mythical,DNA Pokémon,1,Psychic,Psychic,600.0,50.0,95.0,90.0,95.0,90.0,180.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
464,387,Turtwig,4,Normal,Tiny Leaf Pokémon,1,Grass,Grass,318.0,55.0,68.0,64.0,45.0,55.0,31.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
465,388,Grotle,4,Normal,Grove Pokémon,1,Grass,Grass,405.0,75.0,89.0,85.0,55.0,65.0,36.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
466,389,Torterra,4,Normal,Continent Pokémon,2,Grass,Ground,525.0,95.0,109.0,105.0,75.0,85.0,56.0,Medium Slow,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
467,390,Chimchar,4,Normal,Chimp Pokémon,1,Fire,Fire,309.0,44.0,58.0,44.0,58.0,44.0,61.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
468,391,Monferno,4,Normal,Playful Pokémon,2,Fire,Fighting,405.0,64.0,78.0,52.0,78.0,52.0,81.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
469,392,Infernape,4,Normal,Flame Pokémon,2,Fire,Fighting,534.0,76.0,104.0,71.0,104.0,71.0,108.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
470,393,Piplup,4,Normal,Penguin Pokémon,1,Water,Water,314.0,53.0,51.0,53.0,61.0,56.0,40.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
471,394,Prinplup,4,Normal,Penguin Pokémon,1,Water,Water,405.0,64.0,66.0,68.0,81.0,76.0,50.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
472,395,Empoleon,4,Normal,Emperor Pokémon,2,Water,Steel,530.0,84.0,86.0,88.0,111.0,101.0,60.0,Medium Slow,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
473,396,Starly,4,Normal,Starling Pokémon,2,Normal,Flying,245.0,40.0,55.0,30.0,30.0,30.0,60.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
474,397,Staravia,4,Normal,Starling Pokémon,2,Normal,Flying,340.0,55.0,75.0,50.0,40.0,40.0,80.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
475,398,Staraptor,4,Normal,Predator Pokémon,2,Normal,Flying,485.0,85.0,120.0,70.0,50.0,60.0,100.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
476,399,Bidoof,4,Normal,Plump Mouse Pokémon,1,Normal,Normal,250.0,59.0,45.0,40.0,35.0,40.0,31.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
477,400,Bibarel,4,Normal,Beaver Pokémon,2,Normal,Water,410.0,79.0,85.0,60.0,55.0,60.0,71.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
478,401,Kricketot,4,Normal,Cricket Pokémon,1,Bug,Bug,194.0,37.0,25.0,41.0,25.0,41.0,25.0,Medium Slow,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
479,402,Kricketune,4,Normal,Cricket Pokémon,1,Bug,Bug,384.0,77.0,85.0,51.0,55.0,51.0,65.0,Medium Slow,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
480,403,Shinx,4,Normal,Flash Pokémon,1,Electric,Electric,263.0,45.0,65.0,34.0,40.0,34.0,45.0,Medium Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
481,404,Luxio,4,Normal,Spark Pokémon,1,Electric,Electric,363.0,60.0,85.0,49.0,60.0,49.0,60.0,Medium Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
482,405,Luxray,4,Normal,Gleam Eyes Pokémon,1,Electric,Electric,523.0,80.0,120.0,79.0,95.0,79.0,70.0,Medium Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
483,406,Budew,4,Normal,Bud Pokémon,2,Grass,Poison,280.0,40.0,30.0,35.0,50.0,70.0,55.0,Medium Slow,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
484,407,Roserade,4,Normal,Bouquet Pokémon,2,Grass,Poison,515.0,60.0,70.0,65.0,125.0,105.0,90.0,Medium Slow,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
485,408,Cranidos,4,Normal,Head Butt Pokémon,1,Rock,Rock,350.0,67.0,125.0,40.0,30.0,30.0,58.0,Erratic,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
486,409,Rampardos,4,Normal,Head Butt Pokémon,1,Rock,Rock,495.0,97.0,165.0,60.0,65.0,50.0,58.0,Erratic,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
487,410,Shieldon,4,Normal,Shield Pokémon,2,Rock,Steel,350.0,30.0,42.0,118.0,42.0,88.0,30.0,Erratic,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
488,411,Bastiodon,4,Normal,Shield Pokémon,2,Rock,Steel,495.0,60.0,52.0,168.0,47.0,138.0,30.0,Erratic,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
489,412,Burmy,4,Normal,Bagworm Pokémon,1,Bug,Bug,224.0,40.0,29.0,45.0,29.0,45.0,36.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
490,413,Wormadam Plant Cloak,4,Normal,Bagworm Pokémon,2,Bug,Grass,424.0,60.0,59.0,85.0,79.0,105.0,36.0,Medium Fast,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
491,413,Wormadam Sandy Cloak,4,Normal,Bagworm Pokémon,2,Bug,Ground,424.0,60.0,79.0,105.0,59.0,85.0,36.0,Medium Fast,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
492,413,Wormadam Trash Cloak,4,Normal,Bagworm Pokémon,2,Bug,Steel,424.0,60.0,69.0,95.0,69.0,95.0,36.0,Medium Fast,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
493,414,Mothim,4,Normal,Moth Pokémon,2,Bug,Flying,424.0,70.0,94.0,50.0,94.0,50.0,66.0,Medium Fast,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
494,415,Combee,4,Normal,Tiny Bee Pokémon,2,Bug,Flying,244.0,30.0,30.0,42.0,30.0,42.0,70.0,Medium Slow,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
495,416,Vespiquen,4,Normal,Beehive Pokémon,2,Bug,Flying,474.0,70.0,80.0,102.0,80.0,102.0,40.0,Medium Slow,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
496,417,Pachirisu,4,Normal,EleSquirrel Pokémon,1,Electric,Electric,405.0,60.0,45.0,70.0,45.0,90.0,95.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
497,418,Buizel,4,Normal,Sea Weasel Pokémon,1,Water,Water,330.0,55.0,65.0,35.0,60.0,30.0,85.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
498,419,Floatzel,4,Normal,Sea Weasel Pokémon,1,Water,Water,495.0,85.0,105.0,55.0,85.0,50.0,115.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
499,420,Cherubi,4,Normal,Cherry Pokémon,1,Grass,Grass,275.0,45.0,35.0,45.0,62.0,53.0,35.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
500,421,Cherrim,4,Normal,Blossom Pokémon,1,Grass,Grass,450.0,70.0,60.0,70.0,87.0,78.0,85.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
501,422,Shellos,4,Normal,Sea Slug Pokémon,1,Water,Water,325.0,76.0,48.0,48.0,57.0,62.0,34.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
502,423,Gastrodon,4,Normal,Sea Slug Pokémon,2,Water,Ground,475.0,111.0,83.0,68.0,92.0,82.0,39.0,Medium Fast,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
503,424,Ambipom,4,Normal,Long Tail Pokémon,1,Normal,Normal,482.0,75.0,100.0,66.0,60.0,66.0,115.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
504,425,Drifloon,4,Normal,Balloon Pokémon,2,Ghost,Flying,348.0,90.0,50.0,34.0,60.0,44.0,70.0,Fluctuating,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
505,426,Drifblim,4,Normal,Blimp Pokémon,2,Ghost,Flying,498.0,150.0,80.0,44.0,90.0,54.0,80.0,Fluctuating,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
506,427,Buneary,4,Normal,Rabbit Pokémon,1,Normal,Normal,350.0,55.0,66.0,44.0,44.0,56.0,85.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
507,428,Lopunny,4,Normal,Rabbit Pokémon,1,Normal,Normal,480.0,65.0,76.0,84.0,54.0,96.0,105.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
509,429,Mismagius,4,Normal,Magical Pokémon,1,Ghost,Ghost,495.0,60.0,60.0,60.0,105.0,105.0,105.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
510,430,Honchkrow,4,Normal,Big Boss Pokémon,2,Dark,Flying,505.0,100.0,125.0,52.0,105.0,52.0,71.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
511,431,Glameow,4,Normal,Catty Pokémon,1,Normal,Normal,310.0,49.0,55.0,42.0,42.0,37.0,85.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
512,432,Purugly,4,Normal,Tiger Cat Pokémon,1,Normal,Normal,452.0,71.0,82.0,64.0,64.0,59.0,112.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
513,433,Chingling,4,Normal,Bell Pokémon,1,Psychic,Psychic,285.0,45.0,30.0,50.0,65.0,50.0,45.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
514,434,Stunky,4,Normal,Skunk Pokémon,2,Poison,Dark,329.0,63.0,63.0,47.0,41.0,41.0,74.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
515,435,Skuntank,4,Normal,Skunk Pokémon,2,Poison,Dark,479.0,103.0,93.0,67.0,71.0,61.0,84.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
516,436,Bronzor,4,Normal,Bronze Pokémon,2,Steel,Psychic,300.0,57.0,24.0,86.0,24.0,86.0,23.0,Medium Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
517,437,Bronzong,4,Normal,Bronze Bell Pokémon,2,Steel,Psychic,500.0,67.0,89.0,116.0,79.0,116.0,33.0,Medium Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
518,438,Bonsly,4,Normal,Bonsai Pokémon,1,Rock,Rock,290.0,50.0,80.0,95.0,10.0,45.0,10.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
519,439,Mime Jr.,4,Normal,Mime Pokémon,2,Psychic,Fairy,310.0,20.0,25.0,45.0,70.0,90.0,60.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
520,440,Happiny,4,Normal,Playhouse Pokémon,1,Normal,Normal,220.0,100.0,5.0,5.0,15.0,65.0,30.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
521,441,Chatot,4,Normal,Music Note Pokémon,2,Normal,Flying,411.0,76.0,65.0,45.0,92.0,42.0,91.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
522,442,Spiritomb,4,Normal,Forbidden Pokémon,2,Ghost,Dark,485.0,50.0,92.0,108.0,92.0,108.0,35.0,Medium Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
523,443,Gible,4,Normal,Land Shark Pokémon,2,Dragon,Ground,300.0,58.0,70.0,45.0,40.0,45.0,42.0,Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
